embedding_model,similarity_field,num_correct,num_incorrect,correct_mean,correct_std,incorrect_mean,incorrect_std,gap,fixed_threshold,fixed_accuracy,fixed_precision,fixed_recall,fixed_f1,fixed_roc_auc,fixed_pr_auc,best_threshold,best_accuracy,best_precision,best_recall,best_f1,best_roc_auc,best_pr_auc
sentence-transformers/all-MiniLM-L6-v2,similarity_sentence_transformers_all_MiniLM_L6_v2,12,8,0.917240505417188,0.12598510649876382,0.5767536852508783,0.2210696966031615,0.3404868201663097,0.75,0.8,0.7857142857142857,0.9166666666666666,0.8461538461538461,0.9374999999999999,0.9685457516339869,0.81,0.9,1.0,0.8333333333333334,0.9090909090909091,0.9374999999999999,0.9685457516339869
BAAI/bge-base-en-v1.5,similarity_BAAI_bge_base_en_v1.5,12,8,0.9359735498825709,0.0860115745505232,0.7533783242106438,0.13560860378394815,0.1825952256719271,0.75,0.75,0.7058823529411765,1.0,0.8275862068965517,0.8541666666666667,0.9179670479302833,0.84,0.8,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8541666666666667,0.9179670479302833
