embedding_model,similarity_field,num_correct,num_incorrect,correct_mean,correct_std,incorrect_mean,incorrect_std,gap,fixed_threshold,fixed_accuracy,fixed_precision,fixed_recall,fixed_f1,fixed_roc_auc,fixed_pr_auc,best_threshold,best_accuracy,best_precision,best_recall,best_f1,best_roc_auc,best_pr_auc
sentence-transformers/all-MiniLM-L6-v2,similarity_sentence_transformers_all_MiniLM_L6_v2,2939,2061,0.9397966626064435,0.12438047610761604,0.47749164072927297,0.2362811099254586,0.4623050218771705,0.75,0.8718,0.8889641164522681,0.8935011908812521,0.8912268793483794,0.9584296843516702,0.9734271143881237,0.7,0.8724,0.8660515431116768,0.9261653623681524,0.8951002959552778,0.9584296843516702,0.9734271143881237
BAAI/bge-base-en-v1.5,similarity_BAAI_bge_base_en_v1.5,2939,2061,0.95847708171385,0.07944542022340711,0.6988602165224944,0.12502828987872755,0.25961686519135563,0.75,0.842,0.8010647240123284,0.9727798570942497,0.8786109403810695,0.953910163292792,0.9705746594141031,0.8,0.8636,0.8510108864696734,0.9309288873766587,0.8891777705557361,0.953910163292792,0.9705746594141031
