embedding_model,similarity_field,num_correct,num_incorrect,correct_mean,correct_std,incorrect_mean,incorrect_std,gap,fixed_threshold,fixed_accuracy,fixed_precision,fixed_recall,fixed_f1,fixed_roc_auc,fixed_pr_auc,best_threshold,best_accuracy,best_precision,best_recall,best_f1,best_roc_auc,best_pr_auc
sentence-transformers/all-MiniLM-L6-v2,similarity_sentence_transformers_all_MiniLM_L6_v2,2931,2069,0.9407940248465302,0.12333108558936846,0.4783090537049573,0.2378817081412227,0.4624849711415729,0.75,0.8732,0.8863101244534141,0.8990105765950188,0.8926151761517616,0.9585525900281965,0.973510761805668,0.7,0.8722,0.8640406607369758,0.9280109177755033,0.8948840269781214,0.9585525900281965,0.973510761805668
BAAI/bge-base-en-v1.5,similarity_BAAI_bge_base_en_v1.5,2931,2069,0.959318038201991,0.07821510185201515,0.6993929968760635,0.12541807197015123,0.25992504132592753,0.75,0.8406,0.7988795518207283,0.9730467417263733,0.877403476388248,0.9547112176812294,0.9709605912477318,0.8,0.8626,0.8473684210526315,0.9338109860116002,0.8884921279013147,0.9547112176812294,0.9709605912477318
